ID;PRODUTO;CATEGORIA;PRECO;CUSTO;CUSTO_DOLAR;PESO_PRODUTO;PESO_CUBICO;ESTOQUE_ATUAL;ESTOQUE_MINIMO;INICIO_OFERTA;FIM_OFERTA;PRECO_OFERTA;MARCA;MODELO;REFERENCIA;GARANTIA;DISPONIBILIDADE;DESC_SIMPLES;VAZIO;ITENS_INCLUSOS;CARACTERISTICAS;MENSAGEM_ADICIONAL;DISPONIVEL;URL_PRODUTO;QUANTIDADE_VENDIDA;IMAGEM;VIDEO;EAN_GTIN_UPC;ALTURA;LARGURA;COMPRIMENTO;DATA_CADASTRO;IMAGEM 1;IMAGEM 2;IMAGEM 3;IMAGEM 4;IMAGEM 5;IMAGEM 6;IMAGEM 7;IMAGEM 8;IMAGEM 9;IMAGEM 10;IMAGEM 11;IMAGEM 12;IMAGEM 13;IMAGEM 14;IMAGEM 15;IMAGEM 16;CATEGORIA ADICIONAL 1;CATEGORIA ADICIONAL 2;CÓDIGO CATEGORIA ADICIONAL 1;CÓDIGO CATEGORIA ADICIONAL 2;GÊNERO;IDADE;DATA_ATIVACAO;DATA_DESATIVACAO;GRUPO_IMPOSTO_CODIGO;GRUPO_IMPOSTO_NOME;SELO_DESTAQUE;SELO_LANCAMENTO;SELO_ADICIONAL;SEO_TITULO;SEO_DESCRICAO_SIMPLIFICADA;SEO_PALAVRAS_CHAVES
31;Calça Feminina legging, Fitness, Detalhe em tela, Estampas, Tamanhos;Calças;20;15;0;340;390;1;1;;;0;Ilha Modas e Utilidades;FITNESS;1318101899;30 dias após o recebimento do produto;Imediata;;;1 calça legging;gênero: feminino, idade: adulto,;Tecido flexível e confortável - Cintura média - Não precisa passar a ferro.;Não;http://www.ilhamodas.com/feminino/calca/calca-legging-colorida-treino;4;https://images.tcdn.com.br/img/img_prod/786759/calca_legging_colorida_com_detalhe_em_tela_31_1_20200519155359.png;;;2;26;36;03/05/2020 15:22:05;https://images.tcdn.com.br/img/img_prod/786759/calca_legging_colorida_com_detalhe_em_tela_31_1_20200519155359.png;https://images.tcdn.com.br/img/img_prod/786759/calca_legging_colorida_com_detalhe_em_tela_31_2_20200519155359.png;https://images.tcdn.com.br/img/img_prod/786759/calca_legging_colorida_com_detalhe_em_tela_31_3_20200519155359.png;https://images.tcdn.com.br/img/img_prod/786759/calca_legging_colorida_com_detalhe_em_tela_31_4_20200519155359.png;https://images.tcdn.com.br/img/img_prod/786759/calca_legging_colorida_com_detalhe_em_tela_31_5_20200519155400.png;https://images.tcdn.com.br/img/img_prod/786759/calca_legging_colorida_com_detalhe_em_tela_31_6_20200519155400.png;https://images.tcdn.com.br/img/img_prod/786759/calca_legging_colorida_com_detalhe_em_tela_31_7_20200519155400.png;https://images.tcdn.com.br/img/img_prod/786759/calca_legging_colorida_com_detalhe_em_tela_31_8_20200519155400.png;https://images.tcdn.com.br/img/img_prod/786759/calca_legging_colorida_com_detalhe_em_tela_31_9_20200519155401.png;;;;;;;;FEMININO;;3;;feminino;adulto;16/03/2021;19/09/2021;;;Não;Não;Não;;;
25;Calça Feminina Legging, Fitness, Estampas, Tamanhos;Calças;20;10;0;250;390;4;0;;;0;Ilha Modas e Utilidades;FITNESS;1317101599;30 dias após o recebimento do produto;Imediata;;;1 calça legging;gênero: feminino, idade: adulto,;Tecido flexível e confortável - Cintura média - Não precisa passar a ferro.;Não;http://www.ilhamodas.com/feminino/calca/calca-legging-estampas-cores;0;https://images.tcdn.com.br/img/img_prod/786759/calca_feminina_legging_fitness_estampas_tamanhos_25_1_20200826142749.jpg;;;2;26;36;03/05/2020 14:27:33;https://images.tcdn.com.br/img/img_prod/786759/calca_feminina_legging_fitness_estampas_tamanhos_25_1_20200826142749.jpg;https://images.tcdn.com.br/img/img_prod/786759/calca_feminina_legging_fitness_estampas_tamanhos_25_2_20200826142749.png;https://images.tcdn.com.br/img/img_prod/786759/calca_feminina_legging_fitness_estampas_tamanhos_25_3_20200826142750.jpg;https://images.tcdn.com.br/img/img_prod/786759/calca_feminina_legging_fitness_estampas_tamanhos_25_4_20200826142750.jpg;https://images.tcdn.com.br/img/img_prod/786759/calca_feminina_legging_fitness_estampas_tamanhos_25_5_20200826142751.png;https://images.tcdn.com.br/img/img_prod/786759/calca_feminina_legging_fitness_estampas_tamanhos_25_6_20200826142751.jpg;https://images.tcdn.com.br/img/img_prod/786759/calca_feminina_legging_fitness_estampas_tamanhos_25_7_20200826142752.jpg;https://images.tcdn.com.br/img/img_prod/786759/calca_feminina_legging_fitness_estampas_tamanhos_25_8_20200826142753.png;https://images.tcdn.com.br/img/img_prod/786759/calca_feminina_legging_fitness_estampas_tamanhos_25_9_20200826142754.jpg;https://images.tcdn.com.br/img/img_prod/786759/calca_feminina_legging_fitness_estampas_tamanhos_25_10_20200826142754.jpg;https://images.tcdn.com.br/img/img_prod/786759/calca_feminina_legging_fitness_estampas_tamanhos_25_11_20200826142755.png;https://images.tcdn.com.br/img/img_prod/786759/calca_feminina_legging_fitness_estampas_tamanhos_25_12_20200826142756.jpg;;;;;FEMININO;;3;;feminino;adulto;16/03/2021;19/09/2021;;;Não;Não;Não;;;
33;Calça Feminina legging, Lisa, Cores, Tamanhos;Calças;20;11;0;280;390;25;1;;;0;Ilha Modas e Utilidades;LEGGING;1317101999;30 dias após o recebimento do produto;Imediata;;;1 calça legging;gênero: feminino, idade: adulto,;Tecido flexível e confortável - Cintura média - Não precisa passar a ferro.;Não;http://www.ilhamodas.com/feminino/calca/calca-legging-lisa-cores;5;https://images.tcdn.com.br/img/img_prod/786759/calca_legging_cores_lisas_33_2_20200518195118.png;;;2;26;36;03/05/2020 15:41:20;https://images.tcdn.com.br/img/img_prod/786759/calca_legging_cores_lisas_33_2_20200518195118.png;https://images.tcdn.com.br/img/img_prod/786759/calca_legging_cores_lisas_33_1_20200518195118.png;https://images.tcdn.com.br/img/img_prod/786759/calca_legging_cores_lisas_33_3_20200518195119.png;https://images.tcdn.com.br/img/img_prod/786759/calca_legging_cores_lisas_33_4_20200518195119.png;;;;;;;;;;;;;FEMININO;;3;;feminino;adulto;16/03/2021;19/09/2021;;;Sim;Não;Não;;;
159;Calça Feminina legging,Plus Size, Suplex, Lisa;Calças;24,99;16;0;390;390;3;0;;;0;Ilha Modas e Utilidades;LEGGING;1317118399;30 dias após o recebimento do produto;Imediata;;;1 calça legging;gênero: feminino, idade: adulto,;Tecido flexível e confortável - Cintura alta - Não precisa passar a ferro.;Sim;http://www.ilhamodas.com/feminino/calca/calca-legging-cores-lisas;12;https://images.tcdn.com.br/img/img_prod/786759/calca_legging_plus_cores_lisas_159_1_20200518183910.png;;;2;26;36;11/05/2020 19:06:03;https://images.tcdn.com.br/img/img_prod/786759/calca_legging_plus_cores_lisas_159_1_20200518183910.png;https://images.tcdn.com.br/img/img_prod/786759/calca_legging_plus_cores_lisas_159_2_20200518183911.png;https://images.tcdn.com.br/img/img_prod/786759/calca_legging_plus_cores_lisas_159_3_20200518183911.png;https://images.tcdn.com.br/img/img_prod/786759/calca_legging_plus_cores_lisas_159_4_20200518183911.png;;;;;;;;;;;;;PLUS SIZE > Calças;;93;;feminino;adulto;16/03/2021;05/03/2021;;;Não;Não;Não;;;
135;Calça Feminina Pantacourt, Listrada, Cores, Tamanhos;Calças;24,99;18;0;230;390;14;1;;;0;Ilha Modas e Utilidades;PANTACOURT;1322104499;30 dias após o recebimento do produto;Imediata;;;1 calça;gênero: feminino, idade: adulto,;Tecido flexível e confortável - Com bolso nas laterais - Com cinto do mesmo tecido - Cintura média.;Sim;http://www.ilhamodas.com/feminino/calca/copia-calca-em-viscose-cores;6;https://images.tcdn.com.br/img/img_prod/786759/calca_pantacourt_com_babado_cores_135_13_20200519112023.png;;;2;26;36;10/05/2020 15:47:03;https://images.tcdn.com.br/img/img_prod/786759/calca_pantacourt_com_babado_cores_135_13_20200519112023.png;https://images.tcdn.com.br/img/img_prod/786759/calca_pantacourt_com_babado_cores_135_14_20200519112024.png;https://images.tcdn.com.br/img/img_prod/786759/calca_pantacourt_com_babado_cores_135_1_20200519112020.png;https://images.tcdn.com.br/img/img_prod/786759/calca_pantacourt_com_babado_cores_135_2_20200519112021.png;https://images.tcdn.com.br/img/img_prod/786759/calca_pantacourt_com_babado_cores_135_3_20200519112021.png;https://images.tcdn.com.br/img/img_prod/786759/calca_pantacourt_com_babado_cores_135_4_20200519112021.png;https://images.tcdn.com.br/img/img_prod/786759/calca_pantacourt_com_babado_cores_135_5_20200519112022.png;https://images.tcdn.com.br/img/img_prod/786759/calca_pantacourt_com_babado_cores_135_6_20200519112022.png;https://images.tcdn.com.br/img/img_prod/786759/calca_pantacourt_com_babado_cores_135_7_20200519112022.png;https://images.tcdn.com.br/img/img_prod/786759/calca_pantacourt_com_babado_cores_135_8_20200519112022.png;https://images.tcdn.com.br/img/img_prod/786759/calca_pantacourt_com_babado_cores_135_9_20200519112023.png;https://images.tcdn.com.br/img/img_prod/786759/calca_pantacourt_com_babado_cores_135_10_20200519112023.png;https://images.tcdn.com.br/img/img_prod/786759/calca_pantacourt_com_babado_cores_135_11_20200519112023.png;https://images.tcdn.com.br/img/img_prod/786759/calca_pantacourt_com_babado_cores_135_12_20200519112023.png;https://images.tcdn.com.br/img/img_prod/786759/calca_pantacourt_com_babado_cores_135_15_20200519112024.png;https://images.tcdn.com.br/img/img_prod/786759/calca_pantacourt_com_babado_cores_135_16_20200519112024.png;FEMININO;;3;;feminino;adulto;16/03/2021;05/03/2021;;;Sim;Não;Não;;;
139;Calça Feminina Pantacourt, Listrada, Cores, Tamanhos;Calças;24,99;20;0;280;390;1;0;;;0;Ilha Modas e Utilidades;PANTACOURT;1322111499;30 dias após o recebimento do produto;Imediata;;;1 calça;gênero: feminino, idade: adulto,;Tecido flexível e confortável - Com bolso nas laterais - Com cinto do mesmo tecido - Cintura média.;Sim;http://www.ilhamodas.com/feminino/calca/calca-em-viscose-com-elastico-cores;3;https://images.tcdn.com.br/img/img_prod/786759/calca_pantacourt_com_elastico_cores_139_1_20200519130129.png;;;2;26;36;11/05/2020 13:00:58;https://images.tcdn.com.br/img/img_prod/786759/calca_pantacourt_com_elastico_cores_139_1_20200519130129.png;https://images.tcdn.com.br/img/img_prod/786759/calca_pantacourt_com_elastico_cores_139_2_20200519130129.png;https://images.tcdn.com.br/img/img_prod/786759/calca_pantacourt_com_elastico_cores_139_3_20200519130129.png;https://images.tcdn.com.br/img/img_prod/786759/calca_pantacourt_com_elastico_cores_139_4_20200519130130.png;;;;;;;;;;;;;FEMININO;;3;;feminino;adulto;16/03/2021;05/03/2021;;;Não;Não;Não;;;
167;Calça Feminina Pantacourt, Listrada, Cores, Tamanhos;Calças;24,99;12;0;260;390;2;0;;;0;Ilha Modas e Utilidades;PANTACOURT;1322104799;30 dias após o recebimento do produto;Imediata;;;1 calça;gênero: feminino, idade: adulto,;Tecido flexível e confortável - Com bolso nas laterais - Com cinto do mesmo tecido - Cintura média.;Sim;http://www.ilhamodas.com/feminino/calca/calca-em-crepe-com-elastico-cores-ms;1;https://images.tcdn.com.br/img/img_prod/786759/calca_pantacourt_com_elastico_cores_ms_167_3_20200519132930.png;;;2;26;36;12/05/2020 16:55:48;https://images.tcdn.com.br/img/img_prod/786759/calca_pantacourt_com_elastico_cores_ms_167_3_20200519132930.png;https://images.tcdn.com.br/img/img_prod/786759/calca_pantacourt_com_elastico_cores_ms_167_4_20200519132930.png;https://images.tcdn.com.br/img/img_prod/786759/calca_pantacourt_com_elastico_cores_ms_167_1_20200519132929.png;https://images.tcdn.com.br/img/img_prod/786759/calca_pantacourt_com_elastico_cores_ms_167_2_20200519132930.png;https://images.tcdn.com.br/img/img_prod/786759/calca_pantacourt_com_elastico_cores_ms_167_5_20200519132931.png;https://images.tcdn.com.br/img/img_prod/786759/calca_pantacourt_com_elastico_cores_ms_167_6_20200519132931.png;;;;;;;;;;;FEMININO;;3;;feminino;adulto;16/03/2021;05/03/2021;;;Não;Não;Não;;;
251;Calça Legging Algodão Infantil Menina Cores;Calças;10;9;0;230;390;4;0;;;0;Ilha Modas e Utilidades;LEGGING;8517120499;30 dias após o recebimento do produto;Imediata;;;1 calça legging;gênero: feminino, idade: infantil,;Para o dia a dia, passeio e também ocasiões especiiais, com bolso traseiro.;Não;http://www.ilhamodas.com/menina/calcas/calca-legging-com-bolso-traseiro-infantil;0;https://images.tcdn.com.br/img/img_prod/786759/calca_legging_algodao_infantil_251_1_20200604133042.png;;;2;26;36;15/05/2020 18:11:01;https://images.tcdn.com.br/img/img_prod/786759/calca_legging_algodao_infantil_251_1_20200604133042.png;https://images.tcdn.com.br/img/img_prod/786759/calca_legging_algodao_infantil_251_2_20200604133042.png;;;;;;;;;;;;;;;INFANTIL > MENINA > Calças;;109;;feminino;infantil;16/03/2021;19/09/2021;;;Não;Não;Não;;;
255;Calça Legging Algodão Infantil Menina Estampada;Calças;10;8;0;194;390;9;0;;;0;Ilha Modas e Utilidades;LEGGING;8517120799;30 dias após o recebimento do produto;Imediata;;;1 calça legging;gênero: feminino, idade: infantil,;Para o dia a dia, passeio e também ocasiões especiiais.;Não;http://www.ilhamodas.com/menina/calcas/calca-legging-infantil-cores;2;https://images.tcdn.com.br/img/img_prod/786759/calca_legging_algodao_infantil_255_1_20200604142646.png;;;2;26;36;15/05/2020 18:35:32;https://images.tcdn.com.br/img/img_prod/786759/calca_legging_algodao_infantil_255_1_20200604142646.png;https://images.tcdn.com.br/img/img_prod/786759/calca_legging_algodao_infantil_255_2_20200604142648.png;https://images.tcdn.com.br/img/img_prod/786759/calca_legging_algodao_infantil_255_3_20200604142650.png;https://images.tcdn.com.br/img/img_prod/786759/calca_legging_algodao_infantil_255_4_20200604142653.png;https://images.tcdn.com.br/img/img_prod/786759/calca_legging_algodao_infantil_255_5_20200604142656.png;https://images.tcdn.com.br/img/img_prod/786759/calca_legging_algodao_infantil_255_6_20200604142658.png;;;;;;;;;;;INFANTIL > MENINA > Calças;;109;;feminino;infantil;16/03/2021;19/09/2021;;;Não;Não;Não;;;
253;Calça Legging Suplex Infantil Menina Estampada;Calças;10;8;0;137;390;11;0;;;0;Ilha Modas e Utilidades;LEGGING;8517120599;30 dias após o recebimento do produto;Imediata;;;1 calça legging;gênero: feminino, idade: infantil,;Para o dia a dia, passeio e também ocasiões especiiais.;Não;http://www.ilhamodas.com/menina/calcas/calca-legging-estampas-infantil-cores;3;https://images.tcdn.com.br/img/img_prod/786759/calca_legging_suplex_estampada_infantil_253_1_20200604160843.png;;;2;26;36;15/05/2020 18:23:42;https://images.tcdn.com.br/img/img_prod/786759/calca_legging_suplex_estampada_infantil_253_1_20200604160843.png;https://images.tcdn.com.br/img/img_prod/786759/calca_legging_suplex_estampada_infantil_253_2_20200604160843.png;https://images.tcdn.com.br/img/img_prod/786759/calca_legging_suplex_estampada_infantil_253_3_20200604160843.png;https://images.tcdn.com.br/img/img_prod/786759/calca_legging_suplex_estampada_infantil_253_4_20200604160844.png;https://images.tcdn.com.br/img/img_prod/786759/calca_legging_suplex_estampada_infantil_253_5_20200604160844.png;https://images.tcdn.com.br/img/img_prod/786759/calca_legging_suplex_estampada_infantil_253_6_20200604160844.png;https://images.tcdn.com.br/img/img_prod/786759/calca_legging_suplex_estampada_infantil_253_7_20200604160845.png;;;;;;;;;;INFANTIL > MENINA > Calças;;109;;feminino;infantil;16/03/2021;22/04/2021;;;Não;Não;Não;;;
267;Camiseta Algodão Infantil Menino Estampada;Camisetas;10;11;0;125;390;1;0;;;0;Ilha Modas e Utilidades;CASUAL;9015119899;30 dias após o recebimento do produto;Imediata;;;1 camiseta;gênero: masculino, idade: infantil,;Para o dia a dia e passeio.;Não;http://www.ilhamodas.com/menino/camisetas/camiseta-de-personagem-cores;1;https://images.tcdn.com.br/img/img_prod/786759/camiseta_de_personagem_cores_267_1_20200516140312.png;;;2;26;36;16/05/2020 14:03:12;https://images.tcdn.com.br/img/img_prod/786759/camiseta_de_personagem_cores_267_1_20200516140312.png;https://images.tcdn.com.br/img/img_prod/786759/camiseta_de_personagem_cores_267_2_20200516140312.png;https://images.tcdn.com.br/img/img_prod/786759/camiseta_de_personagem_cores_267_3_20200516140312.png;https://images.tcdn.com.br/img/img_prod/786759/camiseta_de_personagem_cores_267_4_20200516140313.png;;;;;;;;;;;;;;;;;masculino;infantil;16/03/2021;22/04/2021;;;Não;Não;Não;;;
271;Camiseta Algodão Infantil Menino Estampada;Camisetas;10;8;0;147;390;2;0;;;0;Ilha Modas e Utilidades;CASUAL;9015119999;30 dias após o recebimento do produto;Imediata;;;1 camiseta;gênero: masculino, idade: infantil,;Para o dia a dia e passeio.;Não;http://www.ilhamodas.com/masculino/camiseta/camiseta-estampada-infantil-cores;3;https://images.tcdn.com.br/img/img_prod/786759/camiseta_estampada_infantil_cores_271_1_20200516141910.png;;;2;26;36;16/05/2020 14:19:10;https://images.tcdn.com.br/img/img_prod/786759/camiseta_estampada_infantil_cores_271_1_20200516141910.png;https://images.tcdn.com.br/img/img_prod/786759/camiseta_estampada_infantil_cores_271_2_20200516141911.png;https://images.tcdn.com.br/img/img_prod/786759/camiseta_estampada_infantil_cores_271_3_20200516141911.png;https://images.tcdn.com.br/img/img_prod/786759/camiseta_estampada_infantil_cores_271_4_20200516141911.png;https://images.tcdn.com.br/img/img_prod/786759/camiseta_estampada_infantil_cores_271_5_20200516141912.png;;;;;;;;;;;;;;;;masculino;infantil;16/03/2021;19/09/2021;;;Sim;Não;Não;;;
9;Camiseta Algodão Masculino Estampas;Camisetas;12,99;9;0;170;390;11;1;;;0;Ilha Modas e Utilidades;ESPORTE;5015109999;30 dias após o recebimento do produto;Imediata;;;1 camiseta;gênero: masculino, idade: adulto,;Para uso no trabalho, dia a dia e passeios.;Não;http://www.ilhamodas.com/masculino/camiseta/camiseta-diversas-estampas;1;https://images.tcdn.com.br/img/img_prod/786759/camiseta_algodao_9_3_20200529125105.png;;;2;26;36;02/05/2020 16:22:13;https://images.tcdn.com.br/img/img_prod/786759/camiseta_algodao_9_3_20200529125105.png;https://images.tcdn.com.br/img/img_prod/786759/camiseta_algodao_9_2_20200529125104.png;https://images.tcdn.com.br/img/img_prod/786759/camiseta_algodao_9_1_20200529125104.png;https://images.tcdn.com.br/img/img_prod/786759/camiseta_algodao_9_4_20200529125105.png;https://images.tcdn.com.br/img/img_prod/786759/camiseta_algodao_9_5_20200529125105.png;https://images.tcdn.com.br/img/img_prod/786759/camiseta_algodao_9_6_20200529125105.png;https://images.tcdn.com.br/img/img_prod/786759/camiseta_algodao_9_7_20200529125106.png;https://images.tcdn.com.br/img/img_prod/786759/camiseta_algodao_9_8_20200529125106.png;https://images.tcdn.com.br/img/img_prod/786759/camiseta_algodao_9_9_20200529125106.png;https://images.tcdn.com.br/img/img_prod/786759/camiseta_algodao_9_10_20200529125107.png;;;;;;;MASCULINO;;1;;masculino;adulto;16/03/2021;19/09/2021;;;Não;Não;Não;;;
203;Cardigan Feminino Midi,  Viscose, Aberto, Manga longa, Cores;Casacos;24,99;16;0;291;390;7;0;;;0;Ilha Modas e Utilidades;CARDIGAN;1723114899;30 dias após o recebimento do produto;Imediata;;;1 Cardigan;gênero: feminino, idade: adulto,;Confortável, excelente para o trabalho, dia a dia e também para ocasiões especiais.;Sim;http://www.ilhamodas.com/feminino/cardigan/cardigan-cores;1;https://images.tcdn.com.br/img/img_prod/786759/cardigan_midi_viscolycra_aberto_manga_longa_203_1_20200528193120.png;;;2;26;36;14/05/2020 22:42:12;https://images.tcdn.com.br/img/img_prod/786759/cardigan_midi_viscolycra_aberto_manga_longa_203_1_20200528193120.png;https://images.tcdn.com.br/img/img_prod/786759/cardigan_midi_viscolycra_aberto_manga_longa_203_2_20200528193121.png;https://images.tcdn.com.br/img/img_prod/786759/cardigan_midi_viscolycra_aberto_manga_longa_203_3_20200528193121.png;;;;;;;;;;;;;;FEMININO;;3;;feminino;adulto;16/03/2021;05/03/2021;;;Sim;Não;Não;;;
205;Casaco Feminino, Algodão. Malha média, Com botão frente e punho, Cores, Tamanhos;Casacos;29,99;20;0;273;390;5;0;;;0;Ilha Modas e Utilidades;CASUAL;1715114999;30 dias após o recebimento do produto;Imediata;;;1 Cardigan;gênero: feminino, idade: adulto,;Confortável, excelente para o trabalho, dia a dia e também para ocasiões especiais.;Sim;http://www.ilhamodas.com/feminino/cardigan/cardigan-de-botao-manga-longa-cores;7;https://images.tcdn.com.br/img/img_prod/786759/casaco_de_botao_malha_media_205_1_20200618132205.png;;;2;26;36;14/05/2020 22:47:26;https://images.tcdn.com.br/img/img_prod/786759/casaco_de_botao_malha_media_205_1_20200618132205.png;https://images.tcdn.com.br/img/img_prod/786759/casaco_de_botao_malha_media_205_2_20200618132205.png;https://images.tcdn.com.br/img/img_prod/786759/casaco_de_botao_malha_media_205_1_20200617195754.png;https://images.tcdn.com.br/img/img_prod/786759/casaco_de_botao_malha_media_205_2_20200617195754.png;;;;;;;;;;;;;FEMININO;;3;;feminino;adulto;16/03/2021;05/03/2021;;;Sim;Não;Não;;;
277;Conjunto Camiseta e Shorts Infantil Menino Estampado;Conjunto de calor;12,99;9;0;131;390;12;0;;;0;Ilha Modas e Utilidades;CASUAL;9915119599;30 dias após o recebimento do produto;Imediata;;;1 conjunto de calor (camiseta + shorts);gênero: masculino, idade: infantil,;Para o dia a dia, passeio e ocasiões especiais.;Não;http://www.ilhamodas.com/menina/conjuntos-de-calor/conjunto-de-camiseta-shorts-infantil-masculino-cores;0;https://images.tcdn.com.br/img/img_prod/786759/conjunto_camiseta_e_shorts_infantil_277_1_20200604180408.png;;;2;26;36;16/05/2020 16:00:15;https://images.tcdn.com.br/img/img_prod/786759/conjunto_camiseta_e_shorts_infantil_277_1_20200604180408.png;https://images.tcdn.com.br/img/img_prod/786759/conjunto_camiseta_e_shorts_infantil_277_2_20200604180408.png;https://images.tcdn.com.br/img/img_prod/786759/conjunto_camiseta_e_shorts_infantil_277_3_20200604180408.png;https://images.tcdn.com.br/img/img_prod/786759/conjunto_camiseta_e_shorts_infantil_277_4_20200604180408.png;https://images.tcdn.com.br/img/img_prod/786759/conjunto_camiseta_e_shorts_infantil_277_5_20200604180409.png;https://images.tcdn.com.br/img/img_prod/786759/conjunto_camiseta_e_shorts_infantil_277_6_20200604180409.png;https://images.tcdn.com.br/img/img_prod/786759/conjunto_camiseta_e_shorts_infantil_277_7_20200604180409.png;https://images.tcdn.com.br/img/img_prod/786759/conjunto_camiseta_e_shorts_infantil_277_8_20200604180409.png;https://images.tcdn.com.br/img/img_prod/786759/conjunto_camiseta_e_shorts_infantil_277_9_20200604180410.png;https://images.tcdn.com.br/img/img_prod/786759/conjunto_camiseta_e_shorts_infantil_277_10_20200604181340.png;https://images.tcdn.com.br/img/img_prod/786759/conjunto_camiseta_e_shorts_infantil_277_11_20200604181340.png;https://images.tcdn.com.br/img/img_prod/786759/conjunto_camiseta_e_shorts_infantil_277_12_20200604181341.png;https://images.tcdn.com.br/img/img_prod/786759/conjunto_camiseta_e_shorts_infantil_277_13_20200604181341.png;;;;;;;;masculino;infantil;16/03/2021;22/04/2021;;;Não;Não;Não;;;
225;Conjunto de Calcinha Asa Delta e Soutien com Detalhe de Renda, Poliéster, Cores, Tamanhos;Lingeries;10;7;0;116;390;14;0;;;0;Ilha Modas e Utilidades;CASUAL;2315116799;30 dias após o recebimento do produto;Imediata;;;1 Conjunto de calcinha e sutiã;gênero: feminino, idade: adulto,;Para o dia a dia, com bojo.;Sim;http://www.ilhamodas.com/feminino/lingeries/conjunto-de-calcinha-e-sutia-asa-delta-cores;6;https://images.tcdn.com.br/img/img_prod/786759/conjunto_de_soutien_com_detalhe_de_renda_e_calcinha_asa_delta_225_1_20200528191700.png;;;2;26;36;15/05/2020 13:56:27;https://images.tcdn.com.br/img/img_prod/786759/conjunto_de_soutien_com_detalhe_de_renda_e_calcinha_asa_delta_225_1_20200528191700.png;https://images.tcdn.com.br/img/img_prod/786759/conjunto_de_soutien_com_detalhe_de_renda_e_calcinha_asa_delta_225_2_20200528191700.png;;;;;;;;;;;;;;;FEMININO;;3;;feminino;adulto;27/09/2021;19/09/2021;;;Não;Não;Não;;;
223;Conjunto de Calcinha Fio Dental e Soutien com Detalhe de Renda, Poliéster, Cores, Tamanhos;Lingeries;10;7;0;116;390;5;0;;;0;Ilha Modas e Utilidades;CASUAL;2315116699;30 dias após o recebimento do produto;Imediata;;;1 Conjunto de calcinha e sutiã;gênero: feminino, idade: adulto,;Para o dia a dia, com bojo.;Não;http://www.ilhamodas.com/feminino/cropped/conjunto-de-calcinha-e-sutia-fio-cores;2;https://images.tcdn.com.br/img/img_prod/786759/conjunto_de_soutien_com_detalhe_de_renda_e_calcinha_fio_dental_223_1_20200528183345.png;;;2;26;36;15/05/2020 13:55:23;https://images.tcdn.com.br/img/img_prod/786759/conjunto_de_soutien_com_detalhe_de_renda_e_calcinha_fio_dental_223_1_20200528183345.png;https://images.tcdn.com.br/img/img_prod/786759/conjunto_de_soutien_com_detalhe_de_renda_e_calcinha_fio_dental_223_2_20200528183345.png;;;;;;;;;;;;;;;FEMININO;;3;;feminino;adulto;16/03/2021;19/09/2021;;;Não;Não;Não;;;
275;Conjunto Soft Frio Infantil Menina Com Zíper;Conjuntos de frio;24,99;22;0;385;390;2;0;;;0;Ilha Modas e Utilidades;CASUAL;8999119499;30 dias após o recebimento do produto;Imediata;;;1 conjunto de frio (blusa + calça);gênero: feminino, idade: infantil,;Para o dia a dia, passeio e ocasiões especiais.;Sim;http://www.ilhamodas.com/menina/conjuntos-de-frio/conjunto-de-frio-infantil-estampado-cores;0;https://images.tcdn.com.br/img/img_prod/786759/conjunto_soft_infantil_frio_com_ziper_275_1_20200605083806.png;;;2;26;36;16/05/2020 15:29:20;https://images.tcdn.com.br/img/img_prod/786759/conjunto_soft_infantil_frio_com_ziper_275_1_20200605083806.png;https://images.tcdn.com.br/img/img_prod/786759/conjunto_soft_infantil_frio_com_ziper_275_2_20200605083806.png;https://images.tcdn.com.br/img/img_prod/786759/conjunto_soft_infantil_frio_com_ziper_275_3_20200605083806.png;;;;;;;;;;;;;;INFANTIL > MENINA;;99;;feminino;infantil;22/09/2021;22/04/2021;;;Sim;Não;Não;;;
273;Conjunto Soft Frio Infantil Menino Com zíper;Conjunto de frio;24,99;22;0;385;390;5;0;;;0;Ilha Modas e Utilidades;CASUAL;9915119699;30 dias após o recebimento do produto;Imediata;;;1 conjunto de frio (blusa + calça);gênero: masculino, idade: infantil,;Para o dia a dia,  passeio e ocasões especiais.;Não;http://www.ilhamodas.com/menino/conjuntos-de-frio/copia-camiseta-estampada-infantil-cores;0;https://images.tcdn.com.br/img/img_prod/786759/conjunto_soft_infantil_frio_com_ziper_273_1_20200604193309.png;;;2;26;36;16/05/2020 15:07:12;https://images.tcdn.com.br/img/img_prod/786759/conjunto_soft_infantil_frio_com_ziper_273_1_20200604193309.png;https://images.tcdn.com.br/img/img_prod/786759/conjunto_soft_infantil_frio_com_ziper_273_2_20200604193310.png;https://images.tcdn.com.br/img/img_prod/786759/conjunto_soft_infantil_frio_com_ziper_273_3_20200604193310.png;https://images.tcdn.com.br/img/img_prod/786759/conjunto_soft_infantil_frio_com_ziper_273_4_20200604193311.png;https://images.tcdn.com.br/img/img_prod/786759/conjunto_soft_infantil_frio_com_ziper_273_5_20200604193311.png;https://images.tcdn.com.br/img/img_prod/786759/conjunto_soft_infantil_frio_com_ziper_273_6_20200604193311.png;https://images.tcdn.com.br/img/img_prod/786759/conjunto_soft_infantil_frio_com_ziper_273_7_20200604193311.png;;;;;;;;;;;;;;masculino;infantil;16/03/2021;22/04/2021;;;Sim;Não;Não;;;
